name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
santiago de chile,2017-03-15,29,11,19.6,27.7,11,19.4,9.7,58.29,0,,0,,,,,24.1,158,1015.4,0.1,9.3,,,0,,2017-03-15T07:42:09,2017-03-15T20:00:02,0.54,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-03-16,29.5,12,20.4,28.1,12,20.2,9.4,52.15,0,,0,,,,,27.7,190.7,1014.7,1.7,9.8,,,0,,2017-03-16T07:42:55,2017-03-16T19:58:42,0.57,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-17,29.1,12,20.2,27.8,12,20,10.1,56.18,0,,0,,,,,20.5,170,1015.6,7,9.9,,,0,,2017-03-17T07:43:41,2017-03-17T19:57:22,0.61,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-18,32,13,21.4,30.4,13,21.1,9.9,51.78,0,,0,,,,,25.9,198.4,1013.3,0,9.3,,,0,,2017-03-18T07:44:26,2017-03-18T19:56:02,0.65,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-19,29,13.5,20.5,27.9,13.5,20.3,9.5,51.42,0,,0,,,,,24.1,170.9,1015.9,0.1,10,,,0,,2017-03-19T07:45:11,2017-03-19T19:54:42,0.7,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-20,28,12.7,19.8,27.2,12.7,19.7,10.4,58.25,0,,0,,,,,25.9,167.5,1015.8,4.6,9.5,,,0,,2017-03-20T07:45:56,2017-03-20T19:53:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-03-21,30,13,20.1,28.6,13,19.9,9.4,53.11,0,,0,,,,,25.9,169.2,1014.1,0,9.2,,,0,,2017-03-21T07:46:41,2017-03-21T19:52:01,0.79,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-22,27,12,18.6,26.7,12,18.6,10.6,62.28,0,,0,,,,,24.1,169.1,1014.8,0,9.9,,,0,,2017-03-22T07:47:25,2017-03-22T19:50:41,0.84,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-23,25.6,11,18.1,25.6,11,18.1,11.5,68.02,0,,0,,,,,25.9,150.7,1014.6,0,9.4,,,0,,2017-03-23T07:48:10,2017-03-23T19:49:20,0.89,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-24,18,12.9,15.4,18,12.9,15.4,11.7,79.19,0,,0,,,,,16.6,185.1,1016.4,74.3,8.5,,,0,,2017-03-24T07:48:54,2017-03-24T19:48:00,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-25,25,15.9,18.7,25,15.9,18.7,10.8,61.28,0,,0,,,,,25.9,189.9,1014.5,51.1,9.3,,,0,,2017-03-25T07:49:38,2017-03-25T19:46:40,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-26,24.1,10,17.2,24.1,10,17.2,8.5,58.99,0,,0,,,,,20.5,177.4,1016.9,3.7,9.2,,,0,,2017-03-26T07:50:23,2017-03-26T19:45:19,0.99,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-27,28,9,18.6,27,9,18.5,8.2,54.16,0,,0,,,,,22.3,184.9,1014.7,0,9.8,,,0,,2017-03-27T07:51:07,2017-03-27T19:43:59,1,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-28,27,10,18.4,26.6,10,18.4,9.2,57.98,0,,0,,,,,24.1,184.3,1014.5,0,9.4,,,0,,2017-03-28T07:51:51,2017-03-28T19:42:39,0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-29,23,12,17.3,23,12,17.3,9.3,61.5,0,,0,,,,,22.3,183.9,1016.7,25.9,9.7,,,0,,2017-03-29T07:52:34,2017-03-29T19:41:20,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-30,25,8,16.8,25,7.4,16.8,7.4,57.01,0,,0,,,,,20.5,186.5,1014.7,1.1,9.8,,,0,,2017-03-30T07:53:18,2017-03-30T19:40:00,0.04,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-03-31,26,9,17.3,26,9,17.3,7.4,54.96,0,,0,,,,,20.5,187.7,1015.3,0,9.7,,,0,,2017-03-31T07:54:02,2017-03-31T19:38:41,0.08,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-01,22,10,15.5,22,10,15.5,8.1,63.06,0,,0,,,,,24.1,178.1,1019.6,36.7,9.9,,,0,,2017-04-01T07:54:46,2017-04-01T19:37:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-02,24,8.8,16.1,24,7.6,16.1,7.4,59.94,0,,0,,,,,18.4,198.3,1019.3,0,9.4,,,0,,2017-04-02T07:55:29,2017-04-02T19:36:03,0.18,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-04-03,26,10,17.5,26,10,17.5,5.3,47.7,0,,0,,,,,22.3,164.9,1013.2,15.7,9.9,,,0,,2017-04-03T07:56:13,2017-04-03T19:34:44,0.23,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-04,24.4,12,17.6,24.4,12,17.6,8.3,55.82,0,,0,,,,,22.3,153.5,1015.8,34,9.7,,,0,,2017-04-04T07:56:57,2017-04-04T19:33:26,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-05,27,9,17.7,26.4,9,17.7,8.1,58.17,0,,0,,,,,18.4,169.5,1016.9,0,8.9,,,0,,2017-04-05T07:57:40,2017-04-05T19:32:08,0.34,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-06,27,10,17.8,26.4,10,17.8,6.6,50.59,0,,0,,,,,27.7,182.8,1013.3,20.3,9.7,,,0,,2017-04-06T07:58:24,2017-04-06T19:30:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-07,17,12,14.4,17,12,14.4,8.5,68.23,0,,0,,,,,27.7,181,1017.6,76.3,10,,,0,,2017-04-07T07:59:08,2017-04-07T19:29:34,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-08,19,8,13.5,19,7.4,13.5,5.8,62.16,0,,0,,,,,25.9,200.9,1017.4,37.6,9.9,,,0,,2017-04-08T07:59:51,2017-04-08T19:28:17,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-09,22,5,13.7,22,3.3,13.5,4.6,58.62,0,,0,,,,,20.5,189.7,1016.8,0,9.3,,,0,,2017-04-09T08:00:35,2017-04-09T19:27:01,0.48,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-10,28,5,16.3,26.6,2.8,16,2.8,48.17,0,,0,,,,,14.8,155.3,1016.8,0,9.5,,,0,,2017-04-10T08:01:19,2017-04-10T19:25:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-04-11,31,9,18.8,28.9,8.5,18.3,1.7,37.18,0,,0,,,,,20.5,194.7,1012.8,1.3,9.9,,,0,,2017-04-11T08:02:03,2017-04-11T19:24:31,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-12,27,10,17.5,26.3,10,17.4,5.9,49.82,0,,0,,,,,25.9,166.6,1013.2,1.6,9.4,,,0,,2017-04-12T08:02:46,2017-04-12T19:23:16,0.51,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-04-13,24,10,16,24,10,16,9,66.24,0,,0,,,,,20.5,174.9,1013.7,0,9.3,,,0,,2017-04-13T08:03:30,2017-04-13T19:22:03,0.53,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-14,23,8,15.4,23,7.4,15.4,8.4,65.72,0,,0,,,,,27.7,175.5,1015.4,12.1,9.3,,,0,,2017-04-14T08:04:14,2017-04-14T19:20:49,0.55,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-15,22,10.1,16.9,22,10.1,16.9,9.5,63.68,0,,0,,,,,11.2,177.4,1015.6,42,10,,,0,,2017-04-15T08:04:58,2017-04-15T19:19:37,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-16,22.1,12,17.4,22.1,12,17.4,9,59.49,0,,0,,,,,16.6,198,1013,62.9,9.9,,,0,,2017-04-16T08:05:42,2017-04-16T19:18:25,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-17,23.1,9,15.7,23.1,7,15.6,8.5,64.81,0,,0,,,,,22.3,194.4,1012.7,31.5,9.3,,,0,,2017-04-17T08:06:26,2017-04-17T19:17:14,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-18,23.8,13,16.5,23.8,13,16.5,9.8,66.14,0,,0,,,,,37.1,188.4,1014.6,50.2,9.5,,,0,,2017-04-18T08:07:10,2017-04-18T19:16:03,0.71,Partially cloudy,Clearing in the afternoon.,wind,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-19,22,12,16.5,22,12,16.5,10.2,68,0,,0,,,,33.5,16.6,176,1018.6,71.1,9.5,,,0,,2017-04-19T08:07:55,2017-04-19T19:14:53,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-20,17,14,15.6,17,14,15.6,13.3,86.77,0,,0,,,,,14.8,184.2,1021.1,86.2,7.8,,,0,,2017-04-20T08:08:39,2017-04-20T19:13:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-21,22,14.7,17.4,22,14.7,17.4,13.2,77.8,0,,0,,,,,14.8,170.1,1018.5,58.8,7.8,,,0,,2017-04-21T08:09:23,2017-04-21T19:12:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-22,24.2,13,18.1,24.2,13,18.1,9.8,60.6,0,,0,,,,,20.5,172.8,1016.9,42.1,9.4,,,0,,2017-04-22T08:10:07,2017-04-22T19:11:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-23,22.3,9,15.6,22.3,9,15.6,5.2,53.48,0,,0,,,,,25.9,155.5,1017.3,30.1,9.9,,,0,,2017-04-23T08:10:52,2017-04-23T19:10:23,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-24,19,6.8,12.9,19,6.8,12.9,4.6,58.38,0,,0,,,,,22.3,176.1,1017.5,34.2,9.8,,,0,,2017-04-24T08:11:36,2017-04-24T19:09:17,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-25,19,6,12.2,19,4.4,12,5.8,66.9,0,,0,,,,,16.6,196.5,1021.2,31.1,9.7,,,0,,2017-04-25T08:12:21,2017-04-25T19:08:12,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-26,22.1,4.8,12.4,22.1,3.3,12.3,3.7,60.8,0,,0,,,,,16.6,217.8,1021.4,0,8.4,,,0,,2017-04-26T08:13:05,2017-04-26T19:07:09,1,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-27,25,3.1,13.5,25,1,13.3,0,46.76,0,,0,,,,,24.1,205.7,1018.4,0,9.9,,,0,,2017-04-27T08:13:50,2017-04-27T19:06:06,0.01,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-28,28,5,15.3,26.7,5,15,0,40.54,0,,0,,,,,20.5,174.9,1018.4,0,9.6,,,0,,2017-04-28T08:14:35,2017-04-28T19:05:04,0.03,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-29,29,5,16.1,27.4,5,15.8,1.5,42.99,0,,0,,,,,16.6,165.8,1015.7,0,9.4,,,0,,2017-04-29T08:15:19,2017-04-29T19:04:03,0.06,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-04-30,28,6,16.1,26.7,6,15.9,3.5,48.22,0,,0,,,,,16.6,143.9,1014.4,0,9.1,,,0,,2017-04-30T08:16:04,2017-04-30T19:03:04,0.11,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-01,19,6,11.8,19,6,11.8,7.8,77.49,0,,0,,,,,29.5,158.8,1017.6,12.4,7.8,,,0,,2017-05-01T08:16:48,2017-05-01T19:02:05,0.16,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-02,18,8,12.1,18,7.4,12.1,7.4,74.44,0,,0,,,,,11.2,193.3,1020.8,57.1,6,,,0,,2017-05-02T08:17:33,2017-05-02T19:01:08,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-03,25,5,13.4,25,3.9,13.1,4.2,60.42,0,,0,,,,,22.3,198.5,1017.8,4.4,7.7,,,0,,2017-05-03T08:18:18,2017-05-03T19:00:11,0.27,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-04,26.6,5.9,14.6,26.6,5.1,14.4,3.2,50.96,0,,0,,,,,20.5,138.4,1014.4,6.9,8.5,,,0,,2017-05-04T08:19:02,2017-05-04T18:59:16,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-05,21.8,5,12.3,21.8,3.3,12.2,5.9,67.87,0,,0,,,,,29.5,167.9,1013.6,8.4,9.1,,,0,,2017-05-05T08:19:47,2017-05-05T18:58:22,0.37,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-06,16,8,11.5,16,8,11.5,7.4,77.56,0,,0,,,,,11.2,155.6,1014.6,55.6,6.9,,,0,,2017-05-06T08:20:31,2017-05-06T18:57:29,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-07,17,7.2,11.8,17,7.2,11.7,7.7,76.97,0,,0,,,,,16.6,184.2,1019.2,65.6,6.7,,,0,,2017-05-07T08:21:16,2017-05-07T18:56:37,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-08,19,11.3,14.3,19,11.3,14.3,11.1,82.16,0,,0,,,,,13,159.5,1018,57.9,9.2,,,0,,2017-05-08T08:22:00,2017-05-08T18:55:47,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-09,19.6,9.2,14.5,19.6,9.2,14.5,11.2,81.97,0,,0,,,,,13,154,1013.5,46.5,7.7,,,0,,2017-05-09T08:22:44,2017-05-09T18:54:58,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-10,16,10,12.5,16,10,12.5,10.4,87.46,0,,0,,,,,11.2,156.4,1013.7,71.1,4.4,,,0,,2017-05-10T08:23:28,2017-05-10T18:54:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-11,13.6,11,12.3,13.6,11,12.3,10.1,86.4,0,,0,,,,,18.4,124.2,1014.5,78.7,8,,,0,,2017-05-11T08:24:12,2017-05-11T18:53:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-05-12,18.3,10.2,13.7,18.3,10.2,13.7,8.5,72.54,0,,0,,,,,11.2,128.8,1013.8,70.6,10,,,0,,2017-05-12T08:24:56,2017-05-12T18:52:38,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-13,21.7,11.2,15.1,21.7,11.2,15.1,9.9,73.31,0,,0,,,,,20.5,151,1018.5,40,9.2,,,0,,2017-05-13T08:25:40,2017-05-13T18:51:54,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-14,16,10,12.2,16,10,12.2,9.6,84.58,0,,0,,,,,20.5,177.4,1020.8,52.6,9.5,,,0,,2017-05-14T07:26:23,2017-05-14T17:51:11,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-15,18.3,4,11,18.3,3.9,10.9,7.2,79.79,0,,0,,,,,9.4,166.2,1019.9,21.6,7.3,,,0,,2017-05-15T07:27:06,2017-05-15T17:50:30,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-16,13,7,10.8,13,5.6,10.7,8.9,88.35,0,,0,,,,,13,180.1,1019.8,61.9,6,,,0,,2017-05-16T07:27:49,2017-05-16T17:49:50,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-17,15,8.9,11.7,15,7.9,11.6,8.1,79.47,0,,0,,,,,14.8,202.2,1017.1,67,7.6,,,0,,2017-05-17T07:28:32,2017-05-17T17:49:11,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-18,11,6.6,8.8,11,3.5,7.9,5.9,82.67,0,,0,,,,,20.5,176.8,1020.2,72.4,9.1,,,0,,2017-05-18T07:29:14,2017-05-18T17:48:34,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-19,14,1,7.3,14,-0.6,7,3.4,78.99,0,,0,,,,,11.2,153.5,1022.3,17.9,7.2,,,0,,2017-05-19T07:29:56,2017-05-19T17:47:59,0.78,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-20,17,1,8.3,17,-0.6,7.8,2.9,73.05,0,,0,,,,,11.2,202.9,1021.3,3.8,7.8,,,0,,2017-05-20T07:30:37,2017-05-20T17:47:25,0.83,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-21,17.6,3,9.5,17.6,2.1,9.3,3.7,70.25,0,,0,,,,,11.2,136.4,1018.7,58,8.7,,,0,,2017-05-21T07:31:19,2017-05-21T17:46:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-22,14,6,9.3,14,5.1,9.1,5,75.48,0,,0,,,,,11.2,121.3,1017.2,68.5,7.2,,,0,,2017-05-22T07:31:59,2017-05-22T17:46:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-23,12.1,6.7,9.1,12.1,6.4,8.8,6.7,85.41,0,,0,,,,,14.8,163.2,1017.4,83.9,5.3,,,0,,2017-05-23T07:32:40,2017-05-23T17:45:51,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-24,13,6,9.2,13,4.8,8.8,6.8,85.6,0,,0,,,,,14.8,191.2,1016,76,4.7,,,0,,2017-05-24T07:33:19,2017-05-24T17:45:23,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-25,12,8,9.7,12,7.3,9.3,7.3,85.26,0,,0,,,,,11.2,169.3,1021.1,81,8,,,0,,2017-05-25T07:33:59,2017-05-25T17:44:56,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
