name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
santiago de chile,2017-05-26,18,5,10.3,18,4.4,10,6.1,78.05,0,,0,,,,,11.2,170,1021.5,33.8,8.2,,,0,,2017-05-26T07:34:38,2017-05-26T17:44:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-27,18.9,4,10.6,18.9,2.8,10.2,5.7,74.99,0,,0,,,,,14.8,142.1,1020.6,4.4,7.3,,,0,,2017-05-27T07:35:16,2017-05-27T17:44:07,0.02,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-05-28,15,4,8.9,15,4,8.8,6.1,83.69,0,,0,,,,,14.8,116.4,1020,44.7,5.4,,,0,,2017-05-28T07:35:53,2017-05-28T17:43:45,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-29,16,7,10.5,16,5.6,10.2,7.2,81.48,0,,0,,,,,16.6,162,1019.7,40.3,6.1,,,0,,2017-05-29T07:36:30,2017-05-29T17:43:25,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-30,17,3,8.9,17,2.8,8.8,5.9,83.43,0,,0,,,,,11.2,204.3,1025.4,25.4,3.9,,,0,,2017-05-30T07:37:07,2017-05-30T17:43:06,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-05-31,20,3,9.9,20,2.8,9.6,4.7,74.72,0,,0,,,,,14.8,182.9,1022.9,8.1,5,,,0,,2017-05-31T07:37:42,2017-05-31T17:42:48,0.2,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-06-01,18,2.9,9.6,18,2.8,9.3,3.9,70.95,0,,0,,,,,11.2,161.6,1021,7,6.5,,,0,,2017-06-01T07:38:17,2017-06-01T17:42:32,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-02,14.7,3,8.2,14.7,2.1,7.9,4.2,77.43,0,,0,,,,,18.4,150.3,1017.9,54.4,6.7,,,0,,2017-06-02T07:38:51,2017-06-02T17:42:18,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-03,15,3,9,15,1.7,8.4,4.3,74.78,0,,0,,,,,16.6,161,1019.3,23,7.1,,,0,,2017-06-03T07:39:24,2017-06-03T17:42:05,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-04,14,1,6.9,14,0.9,6.7,2.6,76.82,0,,0,,,,,13,193.8,1020.9,6.1,7.1,,,0,,2017-06-04T07:39:57,2017-06-04T17:41:53,0.39,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-05,13,1.8,6.4,13,1.6,6,2.6,78.65,0,,0,,,,,13,154.4,1020,6.3,6.4,,,0,,2017-06-05T07:40:28,2017-06-05T17:41:44,0.43,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-06,17,-2,6,17,-2.6,5.8,-0.3,69.39,0,,0,,,,,13,169.3,1020.2,0,6.4,,,0,,2017-06-06T07:40:59,2017-06-06T17:41:35,0.46,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-07,9,-1,4.6,8.7,-4.3,3.3,0.3,74.61,0,,0,,,,,20.5,156,1022,54.8,7.2,,,0,,2017-06-07T07:41:29,2017-06-07T17:41:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-08,12,5.5,8.1,12,2.8,7.4,5.7,85.44,0,,0,,,,,16.6,154.4,1031.1,62.8,7.4,,,0,,2017-06-08T07:41:57,2017-06-08T17:41:24,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-09,16,1,7,16,-1.2,6.4,3.7,82.37,0,,0,,,,,11.2,208.7,1028.1,27.2,5.3,,,0,,2017-06-09T07:42:25,2017-06-09T17:41:20,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-10,19.4,1,8.2,19.4,-1.9,7.9,1.9,69.61,0,,0,,,,,18.4,164.5,1019.9,0.1,7.9,,,0,,2017-06-10T07:42:52,2017-06-10T17:41:18,0.51,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-11,19,0.9,8.5,19,-2.8,7.9,2.3,68.83,0,,0,,,,,14.8,146.4,1019,0,8.1,,,0,,2017-06-11T07:43:17,2017-06-11T17:41:17,0.52,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-12,19,1,8.6,19,0.5,8.3,3.9,75.86,0,,0,,,,,13,115,1018,5.7,6.5,,,0,,2017-06-12T07:43:42,2017-06-12T17:41:18,0.54,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-13,12.1,5,7.8,12.1,2.4,7,6.2,90.54,0,,0,,,,,13,205,1019.5,58.2,3.4,,,0,,2017-06-13T07:44:05,2017-06-13T17:41:20,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-14,10,2,7,10,2,6.4,5.9,92.75,0,,0,,,,,13,158.6,1019.1,66.9,1.7,,,0,,2017-06-14T07:44:27,2017-06-14T17:41:24,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-15,12.1,1,6.1,12.1,-0.6,5.8,4.6,90.72,0,,0,,,,,7.6,235.7,1017.5,29.3,2.2,,,0,,2017-06-15T07:44:48,2017-06-15T17:41:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-16,17,5,10.7,17,3.3,10.2,8.2,85.29,0,,0,,,,64.8,38.9,155.3,1013.8,71.3,7.2,,,0,,2017-06-16T07:45:08,2017-06-16T17:41:35,0.7,Partially cloudy,Partly cloudy throughout the day.,wind,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-17,9,4,7.3,8.5,4,6.7,5.3,87.63,0,,0,,,,,13,144.7,1025.1,67.2,9.3,,,0,,2017-06-17T07:45:27,2017-06-17T17:41:43,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-18,11,0,4.9,11,-1.8,4.4,1.8,82.36,0,,0,,,,,14.8,218.9,1027.1,4.7,7.9,,,0,,2017-06-18T07:45:44,2017-06-18T17:41:53,0.81,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-19,9,-2,3.9,8.5,-4.9,2.6,1.1,83.06,0,,0,,,,,14.8,116.7,1022.5,42.7,7.1,,,0,,2017-06-19T07:46:00,2017-06-19T17:42:03,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-20,12.1,5,8,12.1,3.9,7.6,2.9,70.96,0,,0,,,,,7.6,180.9,1016.8,83,8.4,,,0,,2017-06-20T07:46:15,2017-06-20T17:42:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-21,13,5,8.4,13,3.9,7.9,4.1,75,0,,0,,,,,14.8,168.2,1015.4,83.9,7.8,,,0,,2017-06-21T07:46:28,2017-06-21T17:42:29,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-22,13,9,10.3,13,7.3,10.1,7.4,82.73,0,,0,,,,33.5,25.9,119.9,1015.8,82.9,9.4,,,0,,2017-06-22T07:46:40,2017-06-22T17:42:43,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-23,14,8,11.4,14,8,11.4,9,85.72,0,,0,,,,,11.2,122.9,1015.1,81.9,8,,,0,,2017-06-23T07:46:50,2017-06-23T17:42:59,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-24,13.8,8,10.3,13.8,6.8,10.1,8.3,87.89,0,,0,,,,,20.5,177.8,1010.9,89.1,6.7,,,0,,2017-06-24T07:47:00,2017-06-24T17:43:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-25,16,7,11,16,6.2,10.8,8.4,84.97,0,,0,,,,,29.5,161.5,1013.4,83.2,8,,,0,,2017-06-25T07:47:07,2017-06-25T17:43:35,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-26,12.5,9,10.7,12.5,9,10.7,9.3,91.09,0,,0,,,,,14.8,160,1015.8,73,7.7,,,0,,2017-06-26T07:47:13,2017-06-26T17:43:54,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-27,15,7,10.5,15,7,10.5,8,85.35,0,,0,,,,,9.4,172.4,1022.6,35,7.7,,,0,,2017-06-27T07:47:18,2017-06-27T17:44:15,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-28,17,2,8.9,17,1.7,8.6,5.5,81.82,0,,0,,,,,13,161.4,1022.9,4.4,6.5,,,0,,2017-06-28T07:47:21,2017-06-28T17:44:37,0.12,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-29,17,3,9.1,17,0.4,8.7,5,78.28,0,,0,,,,,13,146.3,1024.9,4,6.8,,,0,,2017-06-29T07:47:23,2017-06-29T17:45:00,0.17,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-06-30,20,2,9.9,20,-0.3,9.5,4.1,70.54,0,,0,,,,,27.7,184.6,1021.3,0.2,7.8,,,0,,2017-06-30T07:47:23,2017-06-30T17:45:24,0.22,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-07-01,24,3,11.2,24,3,11,4.6,68.86,0,,0,,,,,9.4,130.7,1015.9,0,8.5,,,0,,2017-07-01T07:47:22,2017-07-01T17:45:49,0.27,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-02,18.7,3,8.9,18.7,1.6,8.6,6,83.8,0,,0,,,,,20.5,163.9,1016.3,14.5,5.6,,,0,,2017-07-02T07:47:19,2017-07-02T17:46:15,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-03,10.4,7,8.9,10.4,4.8,8.1,7.5,91.09,0,,0,,,,,16.6,216.1,1019.4,88,3.6,,,0,,2017-07-03T07:47:15,2017-07-03T17:46:42,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-04,10,4,7.1,10,2.1,6,5.2,88.17,0,,0,,,,,22.3,154.4,1023,62.7,6.8,,,0,,2017-07-04T07:47:09,2017-07-04T17:47:09,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-05,7.6,0,4.3,7.6,-0.7,3.2,2.9,91.06,0,,0,,,,,9.4,188.8,1024.8,65.3,5.2,,,0,,2017-07-05T07:47:01,2017-07-05T17:47:38,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-06,14,3,8.1,14,0.9,7.6,3.5,74.86,0,,0,,,,,9.4,132.3,1019.9,68.2,7,,,0,,2017-07-06T07:46:52,2017-07-06T17:48:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-07,19,6,11.1,19,5.6,10.7,4.2,66.48,0,,0,,,,,13,176.7,1021.9,37.7,8.3,,,0,,2017-07-07T07:46:41,2017-07-07T17:48:38,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-08,16,5,9.7,16,4.4,9.4,5.4,75.82,0,,0,,,,,7.6,246.2,1021.9,64.7,7.1,,,0,,2017-07-08T07:46:29,2017-07-08T17:49:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-09,15.3,5,9.1,15.3,3.9,8.9,6.3,83.96,0,,0,,,,,14.8,144.4,1022.9,20,5,,,0,,2017-07-09T07:46:15,2017-07-09T17:49:42,0.5,Clear,Partly cloudy throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-10,15,3,7.9,15,0.9,7.5,6.3,90.33,0,,0,,,,,13,149.3,1020.8,29.9,2.5,,,0,,2017-07-10T07:46:00,2017-07-10T17:50:14,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-11,20.2,0,9.5,20.2,-0.6,9.3,4.3,74.06,0,,0,,,,,18.4,117.3,1016.2,18.2,5.4,,,0,,2017-07-11T07:45:43,2017-07-11T17:50:48,0.53,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-07-12,14.1,6,9.6,14.1,4.4,9.1,6.3,80.35,0,,0,,,,,16.6,186,1017.8,52.1,7,,,0,,2017-07-12T07:45:24,2017-07-12T17:51:22,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-13,13.1,5,9.3,13.1,5,9.1,7,86.35,0,,0,,,,,14.8,189.8,1023.2,69.5,7.1,,,0,,2017-07-13T07:45:04,2017-07-13T17:51:57,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-14,13,4.8,9.1,13,4.8,8.7,6.1,82.21,0,,0,,,,,24.1,175.9,1022.9,59,8,,,0,,2017-07-14T07:44:42,2017-07-14T17:52:32,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-15,9.1,0,4.1,7.6,-2.8,2.3,1.2,82.53,0,,0,,,,,29.5,182.7,1026.2,65.5,8.8,,,0,,2017-07-15T07:44:19,2017-07-15T17:53:08,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-07-16,9.1,0.6,4.5,9.1,-0.6,3.7,0.2,75.44,0,,0,,,,,14.8,192.5,1030.7,31.3,9.3,,,0,,2017-07-16T07:43:54,2017-07-16T17:53:44,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-17,16,-2.9,4.6,16,-2.9,4.2,-1.4,70.65,0,,0,,,,,13,167.5,1026.7,0,8.9,,,0,,2017-07-17T07:43:27,2017-07-17T17:54:21,0.79,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-18,20.6,0,9.3,20.6,-1.8,9.1,2.1,65.04,0,,0,,,,,16.6,139.1,1021.3,0,8.7,,,0,,2017-07-18T07:42:59,2017-07-18T17:54:59,0.85,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-19,22,1.9,10.5,22,-0.7,10,3.1,65.01,0,,0,,,,,13,142.7,1020.9,1.3,8.9,,,0,,2017-07-19T07:42:30,2017-07-19T17:55:37,0.9,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-20,21,2,10.7,21,0.9,10.4,3.2,64.51,0,,0,,,,,11.2,116.7,1019.3,0.7,9,,,0,,2017-07-20T07:41:59,2017-07-20T17:56:15,0.94,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-21,21.7,2,10.6,21.7,2,10.4,5,70.86,0,,0,,,,,18.4,146.9,1017,2.2,8.3,,,0,,2017-07-21T07:41:26,2017-07-21T17:56:54,0.98,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-22,11,7,9.3,11,5.2,8.7,7.8,91,0,,0,,,,,16.6,164.6,1019.9,84.6,4.1,,,0,,2017-07-22T07:40:52,2017-07-22T17:57:33,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-23,12,6,9.1,12,4,8.6,6.7,85.95,0,,0,,,,,11.2,144.8,1023.1,82.7,5.9,,,0,,2017-07-23T07:40:16,2017-07-23T17:58:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-24,14,6,9.3,14,4.4,9.2,6.6,84.1,0,,0,,,,,7.6,234.9,1022.6,49.3,5.6,,,0,,2017-07-24T07:39:39,2017-07-24T17:58:52,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-25,16.4,1,6.6,16.4,0.5,6.3,4.2,86.59,0,,0,,,,,18.4,138.3,1019.7,19.8,4.3,,,0,,2017-07-25T07:39:01,2017-07-25T17:59:32,0.03,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-26,21,0,9.2,21,-1.8,8.9,4.2,75.49,0,,0,,,,,11.2,143.5,1019,1.3,5.3,,,0,,2017-07-26T07:38:21,2017-07-26T18:00:12,0.06,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-27,17,2,8.8,17,1.7,8.5,4.8,78.14,0,,0,,,,,16.6,153.8,1018.3,7.1,6.7,,,0,,2017-07-27T07:37:39,2017-07-27T18:00:52,0.1,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-28,16,3,8.4,16,0.9,7.8,4.4,78.34,0,,0,,,,,13,151,1021.8,16.9,5.9,,,0,,2017-07-28T07:36:56,2017-07-28T18:01:33,0.14,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-29,14,2,7.8,14,0.5,7.4,4.5,80.95,0,,0,,,,,14.8,161.7,1021.8,26.3,5.8,,,0,,2017-07-29T07:36:12,2017-07-29T18:02:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-30,17,2,9.2,17,0.5,9,5.2,78.03,0,,0,,,,,16.6,154.7,1021.1,33.6,5.5,,,0,,2017-07-30T07:35:26,2017-07-30T18:02:55,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-07-31,16.6,5,9.4,16.6,5,9.2,5.3,77.17,0,,0,,,,,18.4,153.2,1017.4,61.6,5.3,,,0,,2017-07-31T07:34:40,2017-07-31T18:03:36,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-08-01,9,5,7.3,8.5,3.6,6.5,5.9,90.45,0,,0,,,,,13,196.7,1022.7,77.1,4.7,,,0,,2017-08-01T07:33:51,2017-08-01T18:04:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-08-02,18,4,9.7,18,3.3,9.3,5.1,76.64,0,,0,,,,,13,124.1,1025,26.1,6.3,,,0,,2017-08-02T07:33:02,2017-08-02T18:04:58,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-08-03,20.3,1,9.9,20.3,-0.2,9.6,3.9,70.42,0,,0,,,,,16.6,141.3,1018.6,3.8,8,,,0,,2017-08-03T07:32:11,2017-08-03T18:05:39,0.42,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,SCTB,85574099999"
santiago de chile,2017-08-04,13,5,8,13,2.8,6.9,6.3,89.87,0,,0,,,,,18.4,158.8,1020.9,59.4,3.3,,,0,,2017-08-04T07:31:19,2017-08-04T18:06:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
santiago de chile,2017-08-05,12,7,8.9,12,5.6,8.5,5.8,81.49,0,,0,,,,,13,157.9,1021.7,81.6,4.5,,,0,,2017-08-05T07:30:25,2017-08-05T18:07:02,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
